Host,IP,asn_registry,asn,asn_cidr,asn_description,asn_country_code,nets
rabatel-denarie-ayzac-montelimar.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
radar.notaires.fr,45.223.139.99,arin,19551,45.223.139.0/24,"INCAPSULA, US",US,"[{'cidr': '45.223.0.0/16', 'name': 'INCAPSULA-NET', 'handle': 'NET-45-223-0-0-1', 'range': '45.223.0.0 - 45.223.255.255', 'description': 'Incapsula Inc', 'country': 'US', 'state': 'CA', 'city': 'Redwood Shores', 'address': '3400 Bridge Parkway, Suite 200', 'postal_code': '94065', 'emails': ['neteng@imperva.com', 'benedict.loh@imperva.com', 'rir@imperva.com', 'nitzan.gilkis@imperva.com', 'yanay.liroz@imperva.com', 'lee.wooderson@imperva.com', 'FRANCIS.ARIGO@IMPERVA.COM', 'nelson.caseiro@imperva.com', 'abuse@incapsula.com', 'knack.black@imperva.com', 'ip@incapsula.com', 'lakshmi.chitturi@imperva.com', 'aaron.klink@imperva.com', 'carl.tewksbury@imperva.com'], 'created': '2016-03-23', 'updated': '2023-01-11'}]"
raebisch-adampfeiffer-montbeliard.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.56.0.0/14, 13.24.0.0/13, 13.48.0.0/13, 13.32.0.0/12', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
raffin-renand-moret-viuzensallaz-saintjeoire.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.56.0.0/14, 13.32.0.0/12, 13.24.0.0/13, 13.48.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
rafin-palaiseau.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
ragonnet-soisy-sur-seine.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.180.0.0/14, 15.184.0.0/14, 15.188.0.0/16, 15.179.0.0/16', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
raison-mace-baud.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.188.0.0/16, 15.179.0.0/16, 15.180.0.0/14, 15.184.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
rameau-guignes.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.184.0.0/14, 15.179.0.0/16, 15.188.0.0/16, 15.180.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
rampon-ribeiro.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.24.0.0/13, 13.48.0.0/13, 13.56.0.0/14, 13.32.0.0/12', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
rancoule.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.180.0.0/14, 15.179.0.0/16, 15.184.0.0/14, 15.188.0.0/16', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-rpki-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
rasigadeetassocies.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.48.0.0/13, 13.32.0.0/12, 13.56.0.0/14, 13.24.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
rasse-fort-mahon-plage.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.24.0.0/13, 13.48.0.0/13, 13.56.0.0/14, 13.32.0.0/12', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'aws-rpki-routing-poc@amazon.com', 'abuse@amazonaws.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
rasser-ingwiller.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
rassion-pirollet-bouvet.notaires.fr,5.196.207.219,ripencc,16276,5.196.0.0/16,"OVH, FR",FR,"[{'cidr': '5.196.207.208/28', 'name': 'engsystems', 'handle': 'OTC2-RIPE', 'range': '5.196.207.208 - 5.196.207.223', 'description': 'eng.systems ds', 'country': 'FR', 'state': None, 'city': None, 'address': 'OVH SAS\n2 rue Kellermann\n59100 Roubaix\nFrance', 'postal_code': None, 'emails': ['abuse@ovh.net'], 'created': '2015-02-09T11:14:07Z', 'updated': '2015-02-09T11:14:07Z'}, {'cidr': '5.196.0.0/16', 'name': None, 'handle': None, 'range': '5.196.0.0 - 5.196.255.255', 'description': 'OVH', 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2014-08-15T12:51:31Z', 'updated': '2014-08-15T12:51:31Z'}]"
rault.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.179.0.0/16, 15.188.0.0/16, 15.184.0.0/14, 15.180.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
rault-bas.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.179.0.0/16, 15.180.0.0/14, 15.184.0.0/14, 15.188.0.0/16', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'aws-rpki-routing-poc@amazon.com', 'abuse@amazonaws.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
ray.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.188.0.0/16, 15.179.0.0/16, 15.180.0.0/14, 15.184.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'aws-routing-poc@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
raymondiere-lateste.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.188.0.0/16, 15.184.0.0/14, 15.179.0.0/16, 15.180.0.0/14', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com', 'aws-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['amzn-noc-contact@amazon.com', 'abuse@amazonaws.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
ray-sassard.notaires.fr,13.38.170.206,arin,16509,13.36.0.0/14,"AMAZON-02, US",US,"[{'cidr': '13.32.0.0/12, 13.48.0.0/13, 13.56.0.0/14, 13.24.0.0/13', 'name': 'AT-88-Z', 'handle': 'NET-13-24-0-0-1', 'range': '13.24.0.0 - 13.59.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2020-08-05', 'updated': '2021-02-10'}, {'cidr': '13.36.0.0/14', 'name': 'AMAZON-CDG', 'handle': 'NET-13-36-0-0-1', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2020-10-22', 'updated': '2021-02-10'}]"
rct-groupeadsn.notaires.fr,84.246.219.32,ripencc,49137,84.246.219.0/24,"REALNOT, FR",FR,"[{'cidr': '84.246.216.0/22', 'name': 'FR-REALNOT', 'handle': 'RS9118-RIPE', 'range': '84.246.216.0 - 84.246.219.255', 'description': 'REALNOT is a french ISP providing services for french notary', 'country': 'FR', 'state': None, 'city': None, 'address': 'REAL.NOT\n95, Avenue des Logissons\n13107 Venelles Cedex', 'postal_code': None, 'emails': None, 'created': '2009-04-22T08:26:43Z', 'updated': '2009-04-22T08:26:43Z'}, {'cidr': '84.246.219.0/24', 'name': None, 'handle': None, 'range': '84.246.219.0 - 84.246.219.255', 'description': None, 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2016-08-23T12:42:56Z', 'updated': '2016-08-23T12:42:56Z'}]"
rct-mediation.notaires.fr,84.246.219.32,ripencc,49137,84.246.219.0/24,"REALNOT, FR",FR,"[{'cidr': '84.246.216.0/22', 'name': 'FR-REALNOT', 'handle': 'RS9118-RIPE', 'range': '84.246.216.0 - 84.246.219.255', 'description': 'REALNOT is a french ISP providing services for french notary', 'country': 'FR', 'state': None, 'city': None, 'address': 'REAL.NOT\n95, Avenue des Logissons\n13107 Venelles Cedex', 'postal_code': None, 'emails': None, 'created': '2009-04-22T08:26:43Z', 'updated': '2009-04-22T08:26:43Z'}, {'cidr': '84.246.219.0/24', 'name': None, 'handle': None, 'range': '84.246.219.0 - 84.246.219.255', 'description': None, 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2016-08-23T12:42:56Z', 'updated': '2016-08-23T12:42:56Z'}]"
rct-prismeoffice.notaires.fr,84.246.219.44,ripencc,49137,84.246.219.0/24,"REALNOT, FR",FR,"[{'cidr': '84.246.216.0/22', 'name': 'FR-REALNOT', 'handle': 'RS9118-RIPE', 'range': '84.246.216.0 - 84.246.219.255', 'description': 'REALNOT is a french ISP providing services for french notary', 'country': 'FR', 'state': None, 'city': None, 'address': 'REAL.NOT\n95, Avenue des Logissons\n13107 Venelles Cedex', 'postal_code': None, 'emails': None, 'created': '2009-04-22T08:26:43Z', 'updated': '2009-04-22T08:26:43Z'}, {'cidr': '84.246.219.0/24', 'name': None, 'handle': None, 'range': '84.246.219.0 - 84.246.219.255', 'description': None, 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2016-08-23T12:42:56Z', 'updated': '2016-08-23T12:42:56Z'}]"
real.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
realestate.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
rebert-porcella-bidal-eybens.notaires.fr,5.196.207.219,ripencc,16276,5.196.0.0/16,"OVH, FR",FR,"[{'cidr': '5.196.207.208/28', 'name': 'engsystems', 'handle': 'OTC2-RIPE', 'range': '5.196.207.208 - 5.196.207.223', 'description': 'eng.systems ds', 'country': 'FR', 'state': None, 'city': None, 'address': 'OVH SAS\n2 rue Kellermann\n59100 Roubaix\nFrance', 'postal_code': None, 'emails': ['abuse@ovh.net'], 'created': '2015-02-09T11:14:07Z', 'updated': '2015-02-09T11:14:07Z'}, {'cidr': '5.196.0.0/16', 'name': None, 'handle': None, 'range': '5.196.0.0 - 5.196.255.255', 'description': 'OVH', 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2014-08-15T12:51:31Z', 'updated': '2014-08-15T12:51:31Z'}]"
rebut-ruscher-chavanay.notaires.fr,15.188.186.150,arin,16509,15.188.0.0/16,"AMAZON-02, US",US,"[{'cidr': '15.179.0.0/16, 15.180.0.0/14, 15.184.0.0/14, 15.188.0.0/16', 'name': 'AT-88-Z', 'handle': 'NET-15-179-0-0-1', 'range': '15.179.0.0 - 15.188.255.255', 'description': 'Amazon Technologies Inc.', 'country': 'US', 'state': 'WA', 'city': 'Seattle', 'address': '410 Terry Ave N.', 'postal_code': '98109', 'emails': ['aws-routing-poc@amazon.com', 'amzn-noc-contact@amazon.com', 'abuse@amazonaws.com', 'aws-rpki-routing-poc@amazon.com'], 'created': '2021-01-28', 'updated': '2021-02-10'}, {'cidr': '15.188.0.0/16', 'name': 'AMAZON-CDG', 'handle': 'NET-15-188-0-0-2', 'range': None, 'description': 'Amazon Data Services France', 'country': 'FR', 'state': 'PostalCode:     92110', 'city': 'Clichy', 'address': '67 Boulevard du General Leclerc', 'postal_code': '92110', 'emails': ['abuse@amazonaws.com', 'amzn-noc-contact@amazon.com'], 'created': '2019-05-22', 'updated': '2021-02-10'}]"
rec-api.notaires.fr,45.223.139.99,arin,19551,45.223.139.0/24,"INCAPSULA, US",US,"[{'cidr': '45.223.0.0/16', 'name': 'INCAPSULA-NET', 'handle': 'NET-45-223-0-0-1', 'range': '45.223.0.0 - 45.223.255.255', 'description': 'Incapsula Inc', 'country': 'US', 'state': 'CA', 'city': 'Redwood Shores', 'address': '3400 Bridge Parkway, Suite 200', 'postal_code': '94065', 'emails': ['carl.tewksbury@imperva.com', 'abuse@incapsula.com', 'ip@incapsula.com', 'neteng@imperva.com', 'knack.black@imperva.com', 'lee.wooderson@imperva.com', 'nelson.caseiro@imperva.com', 'nitzan.gilkis@imperva.com', 'rir@imperva.com', 'aaron.klink@imperva.com', 'yanay.liroz@imperva.com', 'benedict.loh@imperva.com', 'lakshmi.chitturi@imperva.com', 'FRANCIS.ARIGO@IMPERVA.COM'], 'created': '2016-03-23', 'updated': '2023-01-11'}]"
rec-bailmyself.notaires.fr,92.43.252.92,ripencc,16128,92.43.248.0/21,"AGARIK-NETWORK AGARIK provide WEB, Servers Hosting and dedicated Internet Connection, FR",FR,"[{'cidr': '92.43.252.64/27', 'name': 'Conseil-Superieur-du-Notariat', 'handle': 'AS409-RIPE', 'range': '92.43.252.64 - 92.43.252.95', 'description': 'For more information : http://www.notaires.fr/', 'country': 'FR', 'state': None, 'city': None, 'address': '80 quai voltaire\n95870 BEZONS\nFRANCE', 'postal_code': None, 'emails': ['abuse@agarik.com'], 'created': '2014-02-28T13:33:22Z', 'updated': '2014-02-28T13:33:22Z'}, {'cidr': '92.43.248.0/21', 'name': None, 'handle': None, 'range': '92.43.248.0 - 92.43.255.255', 'description': 'AGARIK Network', 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2008-01-23T06:15:27Z', 'updated': '2008-01-23T06:15:27Z'}]"
recette-intra.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11002] getaddrinfo failed,
recette-pims.notaires.fr,84.246.217.107,ripencc,49137,84.246.217.0/24,"REALNOT, FR",FR,"[{'cidr': '84.246.216.0/22', 'name': 'FR-REALNOT', 'handle': 'RS9118-RIPE', 'range': '84.246.216.0 - 84.246.219.255', 'description': 'REALNOT is a french ISP providing services for french notary', 'country': 'FR', 'state': None, 'city': None, 'address': 'REAL.NOT\n95, Avenue des Logissons\n13107 Venelles Cedex', 'postal_code': None, 'emails': None, 'created': '2009-04-22T08:26:43Z', 'updated': '2009-04-22T08:26:43Z'}, {'cidr': '84.246.217.0/24', 'name': None, 'handle': None, 'range': '84.246.217.0 - 84.246.217.255', 'description': None, 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2016-08-23T12:46:31Z', 'updated': '2016-08-23T12:46:31Z'}]"
recette-projetentreprise.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11001] getaddrinfo failed,
recette-radar.notaires.fr,92.43.252.90,ripencc,16128,92.43.248.0/21,"AGARIK-NETWORK AGARIK provide WEB, Servers Hosting and dedicated Internet Connection, FR",FR,"[{'cidr': '92.43.252.64/27', 'name': 'Conseil-Superieur-du-Notariat', 'handle': 'AS409-RIPE', 'range': '92.43.252.64 - 92.43.252.95', 'description': 'For more information : http://www.notaires.fr/', 'country': 'FR', 'state': None, 'city': None, 'address': '80 quai voltaire\n95870 BEZONS\nFRANCE', 'postal_code': None, 'emails': ['abuse@agarik.com'], 'created': '2014-02-28T13:33:22Z', 'updated': '2014-02-28T13:33:22Z'}, {'cidr': '92.43.248.0/21', 'name': None, 'handle': None, 'range': '92.43.248.0 - 92.43.255.255', 'description': 'AGARIK Network', 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2008-01-23T06:15:27Z', 'updated': '2008-01-23T06:15:27Z'}]"
recette-spectrum.notaires.fr,84.246.217.119,ripencc,49137,84.246.217.0/24,"REALNOT, FR",FR,"[{'cidr': '84.246.216.0/22', 'name': 'FR-REALNOT', 'handle': 'RS9118-RIPE', 'range': '84.246.216.0 - 84.246.219.255', 'description': 'REALNOT is a french ISP providing services for french notary', 'country': 'FR', 'state': None, 'city': None, 'address': 'REAL.NOT\n95, Avenue des Logissons\n13107 Venelles Cedex', 'postal_code': None, 'emails': None, 'created': '2009-04-22T08:26:43Z', 'updated': '2009-04-22T08:26:43Z'}, {'cidr': '84.246.217.0/24', 'name': None, 'handle': None, 'range': '84.246.217.0 - 84.246.217.255', 'description': None, 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2016-08-23T12:46:31Z', 'updated': '2016-08-23T12:46:31Z'}]"
recette-wsticket.sigestion.notaires.fr,84.246.217.116,ripencc,49137,84.246.217.0/24,"REALNOT, FR",FR,"[{'cidr': '84.246.216.0/22', 'name': 'FR-REALNOT', 'handle': 'RS9118-RIPE', 'range': '84.246.216.0 - 84.246.219.255', 'description': 'REALNOT is a french ISP providing services for french notary', 'country': 'FR', 'state': None, 'city': None, 'address': 'REAL.NOT\n95, Avenue des Logissons\n13107 Venelles Cedex', 'postal_code': None, 'emails': None, 'created': '2009-04-22T08:26:43Z', 'updated': '2009-04-22T08:26:43Z'}, {'cidr': '84.246.217.0/24', 'name': None, 'handle': None, 'range': '84.246.217.0 - 84.246.217.255', 'description': None, 'country': None, 'state': None, 'city': None, 'address': None, 'postal_code': None, 'emails': None, 'created': '2016-08-23T12:46:31Z', 'updated': '2016-08-23T12:46:31Z'}]"
recette-www.notaires.fr,,,,,,Unable to resolve. Error: [Errno 11002] getaddrinfo failed,
